code,description
"void work()
{
#pragma omp task
    {
        /* do work here */
#pragma omp task
        {
            tp = 1;
            /* do work here */
#pragma omp task
            {
                /* no modification of tp */
            }
            var = tp; //value of tp can be 1 or 2
        }
        tp = 2;
    }
}",
"void work()
{
#pragma omp parallel
    {
        /* do work here */
#pragma omp task
        {
            tp++;
            /* do work here */
#pragma omp task
            {
                /* do work here but don't modify tp */
            }
            var = tp; //Value does not change after write above
        }
    }
}",
"void work()
{
   #pragma omp task
   { //Task 1
       #pragma omp task
       { //Task 2
            #pragma omp critical //Critical region 1
            {/*do work here */ }
       }
       #pragma omp critical //Critical Region 2
       {
           //Capture data for the following task
           #pragma omp task
           { /* do work here */ } //Task 3
       }
   }
}",
"void parallel_work(void) {
   int i, j;
#pragma omp taskgroup
   {
#pragma omp task
      long_running_task(); // can execute concurrently
      
#pragma omp taskloop private(j) grainsize(500) nogroup 
      for (i = 0; i < 10000; i++) { // can execute concurrently
         for (j = 0; j < i; j++) {
            loop_body(i, j);
         }
      }
   }
}",
"void parallel_work() {
    int x1 = 0, x2 = 0;

    #pragma omp parallel shared(x1,x2) num_threads(T)
    {
        #pragma omp taskloop
        for (int i = 0; i < N; ++i) {
            #pragma omp atomic
            x1++;          // executed T*N times
        }

        #pragma omp single
        #pragma omp taskloop
        for (int i = 0; i < N; ++i) {
            #pragma omp atomic
            x2++;          // executed N times
        }
    }

    printf(""x1 = %d, x2 = %d\n"", x1, x2);
}",
"void process_work_a(int n, float *A)
{
   // Dependences for taskloop iterations and across taskloops

   // TL1 taskloop
   // nogroup removes the implicit taskgroup
   #pragma omp taskloop nogroup 
   for (int i = 1; i < n; i++)
   {
      #pragma omp task_iteration depend(inout: A[i]) depend(in: A[i-1])
      A[i] += A[i] * A[i-1];
   }

   // TL2 taskloop + grainsize
   #pragma omp taskloop grainsize(strict: 4) nogroup 
   for (int i = 1; i < n; i++)
   {
      #pragma omp task_iteration depend(inout: A[i]) depend(in: A[i-4]) \
                                 if ((i % 4) == 0 || i == n-1)
      A[i] += A[i] * A[i-1];
   }

   // T3 other task
   #pragma omp task depend(in: A[n-1])
   printf(""A[n-1] = %f\n"",  A[n-1]);
}",
"void process_work_b(int n, float *B[n])
{
   // Dependences for taskloop iterations in multi-dimensional loop nest

   // TL4 taskloop + collapse
   #pragma omp taskloop collapse(2) nogroup
   for (int i = 1; i < n; i++)
   {
      for (int j = 1; j < n; j++)
      {
         #pragma omp task_iteration depend(inout: B[i][j]) \
                                    depend(in: B[i-1][j], B[i][j-1])
         B[i][j] += B[i][j] * B[i-1][j] * B[i][j-1];
      }
   }

   // T5 other task
   #pragma omp task depend(in: B[n-1][n-1])
   printf(""B[n-1][n-1] = %f\n"", B[n-1][n-1]);
}",
"void foo ( omp_lock_t * lock, int n )
{
   int i;

   for ( i = 0; i < n; i++ )
      #pragma omp task
      {
          something_useful();
          while ( !omp_test_lock(lock) ) {
             #pragma omp taskyield
          }
          something_critical();
          omp_unset_lock(lock);
      }
}",
"int check_name(char *tvalue, char *mname, char *fext, int vflg)
{
   char *mp, *cp;
   int s = 1;

   mp = mname;
   cp = tvalue;
   while (*mp && *cp) {
      /* strict checks for exact match of <name>.<seqno> */
      if (vflg&F_STRICT) {
         if (mp == fext) break;
      }
      else {
         if (*mp == '.') mp++;
         if (*cp == '.') cp++;
      }
      if (!*cp || !*mp) break;
      if (*cp != *mp) break;
      mp++;
      cp++;
   }
   if (*cp == '\0') {
      /* non-strict allows postfix in tname value */
      if (!(vflg&F_STRICT) && (strcmp(mp, ""90"") == 0 || 
           strcmp(mp, ""pp"") == 0)) mp += 2;
      if (*mp == '\0' || mp == fext) s = 0;
   }
   return s;
}",
"int check_type(char *ttype, char *fext, int *iext)
{
   int mext, s = 1;
   /* get ext index from ttype value */
   for (mext = max_exts-1; mext >= 0; mext--) {
      if (strcasecmp(ttype, ftypes[mext].ext) == 0 || 
          strcasecmp(ttype, ftypes[mext].type) == 0) break;
   }
   if (mext < 0) {
      if (strcasecmp(ttype, ""ffree"") == 0)
         mext = 3;
      else if (strcasecmp(ttype, ""ffixed"") == 0)
         mext = 2;
   }
   *iext = mext;
   if (mext >= 0 && fext && strcasecmp(ftypes[mext].ext, fext+1) == 0)
      s = 0;
   return s;
}",
"int check_tvalue(char *tvalue, int itag)
{
   int s = 0;
   if (*tvalue == '\0')
      s = 1;
   else if (itag == vtag_idx) {
      if (strncasecmp(tvalue, ""pre_omp"", 7) != 0 &&
          strncasecmp(tvalue, tags[itag].tvals, 4) != 0)
         s = 1;
   }
   else if (itag > 1 && itag < etag_idx) {
      char *cp = strcasestr(tags[itag].tvals, tvalue);
      if (!cp)
         s = 1;
   }
   return s;
}",
"int fix_tags(char *fname, char *mname, char *fext, int iext)
{
   FILE *fp, *fou;
   char buff[BUF_SIZE], oname[BUF_SIZE], *cp;
   int lineno, tcnt, ic, i;

   fp = fopen(fname, ""r"");
   if (!fp) {
      perror(fname);
      return -1;
   }

   /* fixing name tag value using fname */
   sprintf(oname, ""%s_fix"", fname);
   fou = fopen(oname, ""w"");
   if (!fou) {
      perror(oname);
      fclose(fp);
      return -1;
   }
   fprintf(stderr, ""*** fixing with - %s\n"", oname);
   tcnt = lineno = 0;
   while (fgets(buff, BUF_SIZE, fp)) {
      lineno++;
      if (tcnt > 1) {
         fputs(buff, fou);
         continue;
      }
      cp = strstr(buff, ""@@"");
      if (!cp) {
         if (tcnt == 1) {
            if (!tags[vtag_idx].c) {
               fprintf(fou, ""%c"", (iext>1)? '!':'*');
               fprintf(fou, "" @@version:\t%s\n"", PRE_OMP);
            }
            tcnt = 2;
         }
         fputs(buff, fou);
         continue;
      }
      if (tcnt == 0) tcnt = 1;
      for (i = 0; i < max_tags; i++)
         if (tags[i].r == lineno) break;
      if (i >= max_tags || tags[i].c <= 0) {
         fputs(buff, fou);
         continue;
      }
      skipspc(2, cp);
      ic = tags[i].c;
      cp += ic;
      fprintf(fou, ""%.*s"", (int)(cp-buff), buff);
      if (ic == tags[i].nc) {
         /* add ':' if missing */
         fputc(':', fou);
         if (*cp == ' ') cp++;
      }
      if (i == 0 || i == 1) {
         while (*cp == ' ' || *cp == '\t') {
            fputc(*cp, fou);
            cp++;
         }
      }
      if (i == 0) {
         /* use filename (no extension) for tname value */
         fprintf(fou, ""%.*s\n"", (int)(fext-mname), mname);
      }
      else if (i == 1) {
         /* use supported type value */
         if (iext < 0) {
            for (iext = max_exts-1; iext > 0; iext--)
               if (strcasecmp(ftypes[iext].ext, fext+1) == 0) break;
         }
         fprintf(fou, ""%s\n"", ftypes[iext].type);
      }
      else {
         fputs(cp, fou);
      }
   }
   fclose(fou);

   fclose(fp);

   return 0;
}",
"void prn_fname(int *tcnt, char *fname, int vflg)
{
   if ((vflg&F_VFILE) || ((*tcnt)&T_PNAME)) return;
   *tcnt |= T_PNAME;
   fprintf(stderr, ""%s\n"", fname);
}",
"int chk_file(char *fname, int vflg, int lln)
{
   FILE *fp;
   char buff[BUF_SIZE];
   int lineno, tcnt, nc, ntags, ctag;

   fp = fopen(fname, ""r"");
   if (!fp) {
      perror(fname);
      return -1;
   }
   if (vflg&F_VFILE)
      fprintf(stderr, ""file = %s\n"", fname);
   tcnt = lineno = ntags = ctag = 0;
   while (fgets(buff, BUF_SIZE, fp)) {
      lineno++;
      if (ctag < 2 && strstr(buff, ""@@"")) {
         ntags++;
         if (ntags == 1 && *buff != '!') ntags += 2;
         if (ctag == 0) ctag = 1;
         continue;
      }
      else if (ctag == 1)
         ctag = 2;
      nc = strlen(buff);
      while (nc > 1 && strchr("" \t\n"", buff[nc-1])) nc--;
      buff[nc] = '\0';
      if (nc > lln) {
         tcnt++;
         if (tcnt == 1 && !(vflg&F_VFILE))
            printf("">> File = %s\n"", fname);
         printf(""  line %d "", lineno);
         if (ntags > 0) printf(""(S-%d)"", lineno-ntags);
         printf("": nchars = %d\n"", nc);
      }
   }
   fclose(fp);
   return (tcnt+1);
}",
"int proc_file(char *fname, int vflg)
{
   FILE *fp;
   char buff[BUF_SIZE], *cp, *ip;
   char *mname, *fext;
   int lineno, tcnt, cnt, ic, iext, i, s, ctag;

   ctag = (vflg & F_CHKTAG);
   fp = fopen(fname, ""r"");
   if (!fp) {
      if (!ctag) perror(fname);
      return -1;
   }

   /* mname points to the filename without directory */
   mname = strrchr(fname, '/');
   mname = mname? (mname+1) : fname;
   fext = strrchr(mname, '.');
   for (i = 0; i < max_tags; i++) {
      tags[i].r = tags[i].c = 0;
      tags[i].val[0] = '\0';
   }

   /* search for @@<tags> */
   if (vflg&F_VFILE)
      fprintf(stderr, ""file = %s\n"", fname);
   tcnt = cnt = lineno = 0;
   iext = -1;
   while (fgets(buff, BUF_SIZE, fp)) {
      lineno++;
      cp = strstr(buff, ""@@"");
      if (!cp) {
         if (tcnt) break;
         continue;
      }
      cnt++;
      if (tcnt == 0) {
         ip = buff;
         skipspc(0, ip);
         if (*ip != '/' && *ip != '!') cnt += 2;
         tcnt = 1;
      }
      skipspc(2, cp);
      for (ic = 0; !strchr("": \t\n"", cp[ic]); ic++);
      i = max_tags;
      if (ic >= 3) {
         for (i = 0; i < max_tags; i++) {
            if (tags[i].nc != ic) continue;
            if (strncasecmp(cp, tags[i].name, ic) == 0) break;
         }
      }
      if (i < max_tags && tags[i].c == 0) {
         tags[i].r = lineno;
         if (cp[ic] == ':')
            ic++;
         else if (!ctag) {
            prn_fname(&tcnt, fname, vflg);
            fprintf(stderr, ""  missing (:) after @@%s\n"", tags[i].name);
            tags[i].c = ic;
            tcnt |= T_MTAGS;
         }
         ip = &cp[ic];
         skipspc(ic, cp);
         ic += (int)(cp - ip);
         s = strlen(cp);
         while (s > 0 && strchr(""\t \n"", cp[s-1])) s--;
         if (s >= TAG_SIZE) s = TAG_SIZE - 1;
         cp[s] = '\0';
         if (ctag) {
            tags[i].c++;
            strcpy(tags[i].val, cp);
         }
         else if (i == 0 || i == 1) {
            if (i == 0)
               s = check_name(cp, mname, fext, vflg);
            else
               s = check_type(cp, fext, &iext);
            if (s) {
               if (tags[i].c == 0) tags[i].c = ic;
               prn_fname(&tcnt, fname, vflg);
               tcnt |= T_MTAGS;
               fprintf(stderr, ""  mis-matched @@%s: %s\n"", tags[i].name, cp);
            }
         }
         else {
            s = check_tvalue(cp, i);
            if (s) {
               prn_fname(&tcnt, fname, vflg);
               fprintf(stderr, ""  *** unknown value for @@%s: %s\n"",
                       tags[i].name, cp);
            }
         }
         if (tags[i].c == 0) tags[i].c = -1;
      }
      else if (ctag)
         tags[i].c++;
      else if (i < etag_idx || i >= max_tags) {
         prn_fname(&tcnt, fname, vflg);
         if (tags[i].c != 0)
            fprintf(stderr, ""  *** duplicated tag - @@%.*s (lines %d, %d)\n"",
                    ic, cp, tags[i].r, lineno);
         else
            fprintf(stderr, ""  *** unrecognized tag - @@%.*s\n"", ic, cp);
      }
   }
   fclose(fp);

   if (ctag) return cnt;
   if (!tags[0].c || !tags[1].c) {
      prn_fname(&tcnt, fname, vflg);
      fprintf(stderr, ""  *** no"");
      if (!tags[0].c) fprintf(stderr, "" @@%s"", tags[0].name);
      if (!tags[0].c && !tags[1].c) fprintf(stderr, "" or"");
      if (!tags[1].c) fprintf(stderr, "" @@%s"", tags[1].name);
      fprintf(stderr, "" tag found\n"");
   }
   if ((vflg&F_STRICT) && !tags[vtag_idx].c) {
      tcnt |= T_MTAGS;
      prn_fname(&tcnt, fname, vflg);
      fprintf(stderr, ""  *** no @@%s tag found\n"", tags[vtag_idx].name);
   }

   /* fix tag values when required */
   if ((tcnt&T_MTAGS) && (vflg&F_FIXIT)) {
      fix_tags(fname, mname, fext, iext);
   }
   return tcnt;
}",
